date,away_team,away_score,home_team,home_score,game_note
2025-08-29,Bard College,0,"Rutgers, The State Univ. of New Jersey, Newark",0,Sch
2025-08-29,Bethel University (Minnesota),0,University of Northwestern-St. Paul,0,Sch
2025-08-29,State University of New York at Potsdam,0,St. Lawrence University,0,Sch
2025-08-29,St. Olaf College,0,University of Wisconsin-Eau Claire,0,Sch
2025-08-29,The College of St. Scholastica,0,Loras College,0,Sch
2025-08-29,Saint Vincent College,0,"University of Pittsburgh, Greensburg",0,Sch
2025-08-29,Sewanee,0,Spalding University,0,Sch
2025-08-29,Marymount University (Virginia),0,Shenandoah University,0,Sch
2025-08-29,Skidmore College,0,State University of New York at Brockport,0,Sch
2025-08-29,University of Southern Maine,0,Rivier University,0,Sch
2025-08-29,State University of New York at Delhi,0,New Jersey City University,0,Sch
2025-08-29,Houghton University,0,State University of New York at Canton,0,Sch
2025-08-29,State University of New York at Oneonta,0,Hartwick College,0,Sch
2025-08-29,Swarthmore College,0,Transylvania University,0,Sch
2025-08-29,University of the Ozarks (Arkansas),0,Howard Payne University,0,Sch
2025-08-29,Brandeis University,0,Bridgewater State University,0,Sch
2025-08-29,Washington University in St. Louis,0,Westminster College (Missouri),0,Sch
2025-08-29,Lesley University,0,Wentworth Institute of Technology,0,Sch
2025-08-29,Whitworth University,0,Whittier College,0,Sch
2025-08-29,William Paterson University of New Jersey,0,Centenary University (New Jersey),0,Sch
2025-08-29,York College (Pennsylvania),0,Washington and Lee University,0,Sch
2025-08-29,Smith College,0,University of Massachusetts Boston,0,Sch
2025-08-29,Eastern Connecticut State University,0,"St. Joseph's University, New York L.I.",0,Sch
2025-08-29,Trinity Washington University,0,Piedmont University,0,Sch
2025-08-29,Rensselaer Polytechnic Institute,0,Suffolk University,0,Sch
2025-08-29,Fitchburg State University,0,University of Saint Joseph (Connecticut),0,Sch
2025-08-29,Rhode Island College,0,Salem State University,0,Sch
2025-08-29,Arcadia University,0,Haverford College,0,Sch
2025-08-29,University of Valley Forge,0,Gwynedd Mercy University,0,Sch
2025-08-29,State University of New York Polytechnic Institute,0,Marywood University,0,Sch
2025-08-29,Wilson College,0,"Penn State University, Altoona",0,Sch
2025-08-29,Virginia Wesleyan University,0,College of Saint Benedict,0,Sch
2025-08-29,Nichols College,0,Albertus Magnus College,0,Sch
2025-08-29,"University of Pittsburgh, Bradford",0,State University of New York at Cobleskill,0,Sch
2025-08-29,"University of California, Santa Cruz",0,Linfield University,0,Sch
2025-08-29,DeSales University,0,Hobart and William Smith Colleges,0,Sch
2025-08-29,Illinois Wesleyan University,0,Simpson College,0,Sch
2025-08-29,Mount Saint Mary College (New York),0,New York University,0,Sch
2025-08-29,Drew University,0,Manhattanville University,0,Sch
2025-08-29,Pacific Lutheran University,0,University of St. Thomas (Texas),0,Sch
2025-08-29,Southwestern University (Texas),0,University of Puget Sound,0,Sch
2025-08-29,Widener University,0,Washington College (Maryland),0,Sch
2025-08-29,Mount St. Joseph University,0,Ohio Wesleyan University,0,Sch
2025-08-29,Carnegie Mellon University,0,Bridgewater College (Virginia),0,Sch
2025-08-30,Calvin University,0,Milwaukee School of Engineering,0,Sch
2025-08-30,Augsburg University,0,Coe College,0,Sch
2025-08-30,Colby-Sawyer College,0,Husson University,0,Sch
2025-08-30,Alfred University,0,Chatham University,0,Sch
2025-08-30,St. Mary's College of Maryland,0,The College of New Jersey,0,Sch
2025-08-30,St. Catherine University,0,St. Norbert College,0,Sch
2025-08-30,Cornell College,0,North Central University,0,Sch
2025-08-30,Curry College,0,Massachusetts Maritime Academy,0,Sch
2025-08-30,The College of Wooster,0,Alma College,0,Sch
2025-08-30,University of Lynchburg,0,Denison University,0,Sch
2025-08-30,Methodist University,0,Eastern Mennonite University,0,Sch
2025-08-30,Grinnell College,0,Edgewood University,0,Sch
2025-08-30,Framingham State University,0,Lasell University,0,Sch
2025-08-30,Geneva College,0,Baldwin Wallace University,0,Sch
2025-08-30,Nazareth University,0,Grove City College,0,Sch
2025-08-30,Hilbert College,0,State University of New York at Canton,0,Sch
2025-08-30,Hope College,0,Wartburg College,0,Sch
2025-08-30,Otterbein University,0,John Carroll University,0,Sch
2025-08-30,John Jay College of Criminal Justice,0,State University of New York at Old Westbury,0,Sch
2025-08-30,Carleton College,0,Johns Hopkins University,0,Sch
2025-08-30,Juniata College,0,Westminster College (Pennsylvania),0,Sch
2025-08-30,University of Scranton,0,Kean University,0,Sch
2025-08-30,Rivier University,0,Keene State College,0,Sch
2025-08-30,Stockton University,0,King's College (Pennsylvania),0,Sch
2025-08-30,Webster University,0,Lake Forest College,0,Sch
2025-08-30,"Buffalo State, State University of New York",0,Lycoming College,0,Sch
2025-08-30,Aurora University,0,Wheaton College (Illinois),0,Sch
2025-08-30,Marietta College,0,Bridgewater College (Virginia),0,Sch
2025-08-30,Maryville College (Tennessee),0,Spalding University,0,Sch
2025-08-30,Elms College,0,"University of Massachusetts, Dartmouth",0,Sch
2025-08-30,Millsaps College,0,McMurry University,0,Sch
2025-08-30,"Pennsylvania State Univ. Erie, the Behrend College",0,Messiah University,0,Sch
2025-08-30,Millikin University,0,Simpson College,0,Sch
2025-08-30,University of the Ozarks (Arkansas),0,Mississippi University for Women,0,Sch
2025-08-30,Mount Aloysius College,0,Waynesburg University,0,Sch
2025-08-30,Muhlenberg College,0,U.S. Coast Guard Academy,0,Sch
2025-08-30,New England College,0,University of Maine at Presque Isle,0,Sch
2025-08-30,State University of New York at Oswego,0,Wilkes University,0,Sch
2025-08-30,LaGrange College,0,Berry College,0,Sch
2025-08-30,Roanoke College,0,Rhodes College,0,Sch
2025-08-30,Catholic University,0,St. John Fisher University,0,Sch
2025-08-30,State University of New York at Oneonta,0,State University of New York at Brockport,0,Sch
2025-08-30,Thomas College,0,Plymouth State University,0,Sch
2025-08-30,Vassar College,0,Sarah Lawrence College,0,Sch
2025-08-30,Bethany College (West Virginia),0,Kenyon College,0,Sch
2025-08-30,Saint Elizabeth University,0,Pratt Institute,0,Sch
2025-08-30,Nichols College,0,Clark University (Massachusetts),0,Sch
2025-08-30,Western Connecticut State University,0,Emmanuel College (Massachusetts),0,Sch
2025-08-30,State University of New York Polytechnic Institute,0,State University of New York at Morrisville,0,Sch
2025-08-30,Wellesley College,0,Simmons University,0,Sch
2025-08-30,Alfred State College,0,Keystone College,0,Sch
2025-08-30,Kalamazoo College,0,Beloit College,0,Sch
2025-08-30,"Concordia College, Moorhead",0,Loras College,0,Sch
2025-08-30,Eastern University,0,"Penn State University, Abington",0,Sch
2025-08-30,Rochester Institute of Technology,0,Endicott College,0,Sch
2025-08-30,"Penn State University, Altoona",0,Cedar Crest College,0,Sch
2025-08-30,Carnegie Mellon University,0,Wittenberg University,0,Sch
2025-08-30,Western New England University,0,Worcester Polytechnic Institute,0,Sch
2025-08-30,Houghton University,0,Lancaster Bible College,0,Sch
2025-08-30,Gordon College,0,Massachusetts Institute of Technology,0,Sch
2025-08-31,California Lutheran University,0,Whitworth University,0,Sch
2025-08-31,Carleton College,0,Carthage College,0,Sch
2025-08-31,Case Western Reserve University,0,Allegheny College,0,Sch
2025-08-31,Lewis & Clark College,0,Chapman University,0,Sch
2025-08-31,"University of California, Santa Cruz",0,University of Chicago,0,Sch
2025-08-31,Clarkson University,0,Smith College,0,Sch
2025-08-31,Hamline University,0,Coe College,0,Sch
2025-08-31,Alfred State College,0,Pennsylvania College of Technology,0,Sch
2025-08-31,Concordia University Chicago,0,University of Wisconsin-Stevens Point,0,Sch
2025-08-31,State University of New York at Cortland,0,Arcadia University,0,Sch
2025-08-31,Alvernia University,0,Immaculata University,0,Sch
2025-08-31,Dean College,0,Rhode Island College,0,Sch
2025-08-31,Ursinus College,0,Delaware Valley University,0,Sch
2025-08-31,Roanoke College,0,Denison University,0,Sch
2025-08-31,The College of Wooster,0,Earlham College,0,Sch
2025-08-31,Linfield University,0,East Texas Baptist University,0,Sch
2025-08-31,Rockford University,0,Elmhurst University,0,Sch
2025-08-31,Hanover College,0,Wilmington College (Ohio),0,Sch
2025-08-31,Ithaca College,0,Heidelberg University,0,Sch
2025-08-31,Hendrix College,0,Mississippi University for Women,0,Sch
2025-08-31,Hobart and William Smith Colleges,0,State University of New York at New Paltz,0,Sch
2025-08-31,Nebraska Wesleyan University,0,Illinois College,0,Sch
2025-08-31,"Pennsylvania State Univ. Erie, the Behrend College",0,John Carroll University,0,Sch
2025-08-31,St. Olaf College,0,Johns Hopkins University,0,Sch
2025-08-31,Montclair State University,0,Johnson & Wales University (Providence),0,Sch
2025-08-31,Baldwin Wallace University,0,Kenyon College,0,Sch
2025-08-31,Lakeland University,0,Lawrence University,0,Sch
2025-08-31,Ripon College,0,Marian University (Wisconsin),0,Sch
2025-08-31,Martin Luther College,0,Wisconsin Lutheran College,0,Sch
2025-08-31,University of Mary Hardin-Baylor,0,University of Puget Sound,0,Sch
2025-08-31,Adrian College,0,Ohio Wesleyan University,0,Sch
2025-08-31,McDaniel College,0,"Rutgers, The State Univ. of New Jersey, Camden",0,Sch
2025-08-31,Otterbein University,0,Messiah University,0,Sch
2025-08-31,Washington College (Maryland),0,Misericordia University,0,Sch
2025-08-31,Mount Holyoke College,0,Anna Maria College,0,Sch
2025-08-31,Muskingum University,0,Saint Vincent College,0,Sch
2025-08-31,University of Redlands,0,North Central College,0,Sch
2025-08-31,Illinois Institute of Technology,0,North Park University,0,Sch
2025-08-31,Occidental College,0,The State University of New York at Fredonia,0,Sch
2025-08-31,Oglethorpe University,0,Agnes Scott College,0,Sch
2025-08-31,Trinity University (Texas),0,Pacific Lutheran University,0,Sch
2025-08-31,York College (Pennsylvania),0,Penn State Berks College,0,Sch
2025-08-31,Rensselaer Polytechnic Institute,0,Plattsburgh State University of New York,0,Sch
2025-08-31,Rhodes College,0,University of Lynchburg,0,Sch
2025-08-31,Rose-Hulman Institute of Technology,0,Ohio Northern University,0,Sch
2025-08-31,State University of New York at Delhi,0,"Rutgers, The State Univ. of New Jersey, Newark",0,Sch
2025-08-31,St. Lawrence University,0,University of Hartford,0,Sch
2025-08-31,The College of St. Scholastica,0,Luther College,0,Sch
2025-08-31,Salisbury University,0,Neumann University,0,Sch
2025-08-31,Sewanee,0,Farmingdale State College,0,Sch
2025-08-31,Susquehanna University,0,Haverford College,0,Sch
2025-08-31,Swarthmore College,0,Washington and Lee University,0,Sch
2025-08-31,University of New England,0,Worcester State University,0,Sch
2025-08-31,Mount Saint Mary College (New York),0,Vassar College,0,Sch
2025-08-31,Virginia Wesleyan University,0,U.S. Merchant Marine Academy,0,Sch
2025-08-31,Wentworth Institute of Technology,0,Albertus Magnus College,0,Sch
2025-08-31,Whittier College,0,George Fox University,0,Sch
2025-08-31,Willamette University,0,University of Wisconsin-Oshkosh,0,Sch
2025-08-31,Central College (Iowa),0,University of Wisconsin-Eau Claire,0,Sch
2025-08-31,University of Wisconsin-River Falls,0,St. Norbert College,0,Sch
2025-08-31,University of Wisconsin-Stout,0,Gustavus Adolphus College,0,Sch
2025-08-31,Mitchell College,0,Yeshiva University,0,Sch
2025-08-31,Bard College,0,New Jersey City University,0,Sch
2025-08-31,Emerson College,0,Westfield State University,0,Sch
2025-08-31,University of Mary Washington,0,Penn State Harrisburg,0,Sch
2025-08-31,New York University,0,Claremont McKenna-Harvey Mudd-Scripps Colleges,0,Sch
2025-08-31,Widener University,0,Transylvania University,0,Sch
2025-08-31,Centenary College (Louisiana),0,Howard Payne University,0,Sch
2025-08-31,Bryn Mawr College,0,Notre Dame of Maryland University,0,Sch
2025-08-31,Stevens Institute of Technology,0,Springfield College,0,Sch
2025-08-31,The University of Olivet,0,Anderson University (Indiana),0,Sch
2025-08-31,Meredith College,0,Piedmont University,0,Sch
2025-08-31,Wheaton College (Massachusetts),0,Regis College (Massachusetts),0,Sch
2025-08-31,Marywood University,0,Goucher College,0,Sch
2025-08-31,Franklin College,0,Saint Mary's College (Indiana),0,Sch
2025-08-31,Christopher Newport University,0,College of Saint Benedict,0,Sch
2025-09-01,Capital University,0,Trine University,0,Sch
2025-09-01,"University of Minnesota, Morris",0,"Concordia College, Moorhead",0,Sch
2025-09-01,DePauw University,0,Greenville University,0,Sch
2025-09-01,Keene State College,0,Roger Williams University,0,Sch
2025-09-01,Webster University,0,Knox College,0,Sch
2025-09-01,University of La Verne,0,George Fox University,0,Sch
2025-09-01,Mary Baldwin University,0,Randolph College,0,Sch
2025-09-01,Averett University,0,Salem College (North Carolina),0,Sch
2025-09-01,North Carolina Wesleyan University,0,Piedmont University,0,Sch
2025-09-01,University of Wisconsin-Whitewater,0,Bethel University (Minnesota),0,Sch
2025-09-01,Mount Saint Mary College (New York),0,Yeshiva University,0,Sch
2025-09-01,Hollins University,0,Trinity Washington University,0,Sch
2025-09-01,Oberlin College,0,"University of Pittsburgh, Greensburg",0,Sch
2025-09-01,Wilson College,0,Gwynedd Mercy University,0,Sch
2025-09-01,Concordia University Texas,0,Southwestern University (Texas),0,Sch
2025-09-01,Saint Mary's University of Minnesota,0,University of Wisconsin-Platteville,0,Sch
2025-09-02,Carroll University (Wisconsin),0,University of Dubuque,0,Sch
2025-09-02,Geneva College,0,Alfred University,0,Sch
2025-09-02,Oglethorpe University,0,Covenant College,0,Sch
2025-09-02,Dean College,0,Curry College,0,Sch
2025-09-02,Amherst College,0,Worcester Polytechnic Institute,0,Sch
2025-09-02,Franklin & Marshall College,0,Elizabethtown College,0,Sch
2025-09-02,Hamilton College,0,Williams College,0,Sch
2025-09-02,Hilbert College,0,Houghton University,0,Sch
2025-09-02,John Jay College of Criminal Justice,0,Pratt Institute,0,Sch
2025-09-02,Washington and Jefferson College,0,Marietta College,0,Sch
2025-09-02,"University of Massachusetts, Dartmouth",0,Suffolk University,0,Sch
2025-09-02,Babson College,0,Brandeis University,0,Sch
2025-09-02,Plymouth State University,0,Middlebury College,0,Sch
2025-09-02,Millikin University,0,Monmouth College (Illinois),0,Sch
2025-09-02,State University of New York at Geneseo,0,State University of New York at Oswego,0,Sch
2025-09-02,Lehman College,0,"Purchase College, State University of New York",0,Sch
2025-09-02,Ramapo College,0,"St. Joseph's University, New York L.I.",0,Sch
2025-09-02,State University of New York at Canton,0,Utica University,0,Sch
2025-09-02,Union College (New York),0,Smith College,0,Sch
2025-09-02,Illinois Wesleyan University,0,Washington University in St. Louis,0,Sch
2025-09-02,University of Wisconsin-La Crosse,0,University of Wisconsin-Superior,0,Sch
2025-09-02,York College (New York),0,State University of New York Maritime College,0,Sch
2025-09-02,New Jersey City University,0,Manhattanville University,0,Sch
2025-09-02,Hartwick College,0,State University of New York at Morrisville,0,Sch
2025-09-02,Rivier University,0,Western Connecticut State University,0,Sch
2025-09-02,Lesley University,0,Massachusetts Institute of Technology,0,Sch
2025-09-02,Connecticut College,0,Emmanuel College (Massachusetts),0,Sch
2025-09-03,Albion College,0,Capital University,0,Sch
2025-09-03,Concordia University Chicago,0,Carthage College,0,Sch
2025-09-03,John Carroll University,0,Case Western Reserve University,0,Sch
2025-09-03,Norwich University,0,Vermont State University Castleton,0,Sch
2025-09-03,Clarkson University,0,Plattsburgh State University of New York,0,Sch
2025-09-03,University of Wisconsin-Stout,0,St. Catherine University,0,Sch
2025-09-03,Baldwin Wallace University,0,Allegheny College,0,Sch
2025-09-03,Edgewood University,0,Cornell College,0,Sch
2025-09-03,Crown College (Minnesota),0,Macalester College,0,Sch
2025-09-03,Alvernia University,0,Lebanon Valley College,0,Sch
2025-09-03,Delaware Valley University,0,Neumann University,0,Sch
2025-09-03,DePauw University,0,Franklin College,0,Sch
2025-09-03,Muhlenberg College,0,DeSales University,0,Sch
2025-09-03,Juniata College,0,Dickinson College,0,Sch
2025-09-03,Dominican University (Illinois),0,North Park University,0,Sch
2025-09-03,The University of Olivet,0,Earlham College,0,Sch
2025-09-03,Framingham State University,0,Clark University (Massachusetts),0,Sch
2025-09-03,Ohio Wesleyan University,0,Franciscan University of Steubenville,0,Sch
2025-09-03,York College (Pennsylvania),0,Gettysburg College,0,Sch
2025-09-03,Guilford College,0,Methodist University,0,Sch
2025-09-03,Hamline University,0,Central College (Iowa),0,Sch
2025-09-03,Muskingum University,0,Hiram College,0,Sch
2025-09-03,Hood College,0,St. Mary's College of Maryland,0,Sch
2025-09-03,Huntingdon College,0,Millsaps College,0,Sch
2025-09-03,Husson University,0,Bates College,0,Sch
2025-09-03,Augustana College (Illinois),0,Illinois College,0,Sch
2025-09-03,Johns Hopkins University,0,Messiah University,0,Sch
2025-09-03,Bridgewater State University,0,Johnson & Wales University (Providence),0,Sch
2025-09-03,Kean University,0,"Fairleigh Dickinson University, Florham",0,Sch
2025-09-03,Salem State University,0,Keene State College,0,Sch
2025-09-03,Kenyon College,0,Thiel College,0,Sch
2025-09-03,Elmira College,0,King's College (Pennsylvania),0,Sch
2025-09-03,Lake Forest College,0,Aurora University,0,Sch
2025-09-03,Ripon College,0,Lakeland University,0,Sch
2025-09-03,Adrian College,0,Manchester University,0,Sch
2025-09-03,Marian University (Wisconsin),0,Beloit College,0,Sch
2025-09-03,"University of Minnesota, Morris",0,Martin Luther College,0,Sch
2025-09-03,Southern Virginia University,0,University of Mary Washington,0,Sch
2025-09-03,Randolph-Macon College,0,McDaniel College,0,Sch
2025-09-03,Misericordia University,0,Moravian University,0,Sch
2025-09-03,Mississippi University for Women,0,Rhodes College,0,Sch
2025-09-03,Mount Aloysius College,0,Pennsylvania College of Technology,0,Sch
2025-09-03,Albertus Magnus College,0,Mount Holyoke College,0,Sch
2025-09-03,Illinois Institute of Technology,0,North Central College,0,Sch
2025-09-03,Benedictine University (Illinois),0,Elmhurst University,0,Sch
2025-09-03,Emory University,0,Berry College,0,Sch
2025-09-03,University of Rochester,0,St. Lawrence University,0,Sch
2025-09-03,Swarthmore College,0,"Rutgers, The State Univ. of New Jersey, Camden",0,Sch
2025-09-03,Wartburg College,0,St. Olaf College,0,Sch
2025-09-03,Salisbury University,0,Washington College (Maryland),0,Sch
2025-09-03,Shenandoah University,0,Stevenson University,0,Sch
2025-09-03,St. John Fisher University,0,"Buffalo State, State University of New York",0,Sch
2025-09-03,The College of Wooster,0,Bluffton University,0,Sch
2025-09-03,State University of New York Polytechnic Institute,0,State University of New York at Potsdam,0,Sch
2025-09-03,Penn State Harrisburg,0,Susquehanna University,0,Sch
2025-09-03,Bowdoin College,0,Thomas College,0,Sch
2025-09-03,Westfield State University,0,University of New England,0,Sch
2025-09-03,Waynesburg University,0,La Roche University,0,Sch
2025-09-03,Wentworth Institute of Technology,0,Massachusetts College of Liberal Arts,0,Sch
2025-09-03,William Paterson University of New Jersey,0,Wilkes University,0,Sch
2025-09-03,Luther College,0,University of Wisconsin-Whitewater,0,Sch
2025-09-03,Worcester State University,0,Wheaton College (Massachusetts),0,Sch
2025-09-03,Brooklyn College,0,Saint Elizabeth University,0,Sch
2025-09-03,Russell Sage College,0,Nichols College,0,Sch
2025-09-03,Rhode Island College,0,Salve Regina University,0,Sch
2025-09-03,Goucher College,0,Marymount University (Virginia),0,Sch
2025-09-03,Bridgewater College (Virginia),0,Catholic University,0,Sch
2025-09-03,Western New England University,0,Springfield College,0,Sch
2025-09-03,Wellesley College,0,Endicott College,0,Sch
2025-09-03,Marywood University,0,Lancaster Bible College,0,Sch
2025-09-03,Albright College,0,Rowan University,0,Sch
2025-09-03,Bryn Mawr College,0,Cedar Crest College,0,Sch
2025-09-03,"Penn State University, Abington",0,Gwynedd Mercy University,0,Sch
2025-09-03,Oberlin College,0,Kalamazoo College,0,Sch
2025-09-03,Bethany Lutheran College,0,Gustavus Adolphus College,0,Sch
2025-09-03,Trinity College (Connecticut),0,Anna Maria College,0,Sch
2025-09-03,Belhaven University,0,LeTourneau University,0,Sch
2025-09-03,Stockton University,0,Drew University,0,Sch
2025-09-03,Eastern Connecticut State University,0,University of Saint Joseph (Connecticut),0,Sch
2025-09-03,Sarah Lawrence College,0,The City College of New York,0,Sch
2025-09-03,Ohio Northern University,0,Wittenberg University,0,Sch
2025-09-03,University of Massachusetts Boston,0,U.S. Coast Guard Academy,0,Sch
2025-09-03,Widener University,0,Notre Dame of Maryland University,0,Sch
2025-09-03,Massachusetts Maritime Academy,0,Simmons University,0,Sch
2025-09-03,Wilmington College (Ohio),0,Spalding University,0,Sch
2025-09-03,University of Mount Union,0,Chatham University,0,Sch
2025-09-03,Elms College,0,Fitchburg State University,0,Sch
2025-09-03,Cairn University,0,Centenary University (New Jersey),0,Sch
2025-09-03,Regis College (Massachusetts),0,Gordon College,0,Sch
2025-09-04,Hardin-Simmons University,0,McMurry University,0,Sch
2025-09-04,Penn State Berks College,0,"University of Pittsburgh, Bradford",0,Sch
2025-09-04,Rockford University,0,Luther College,0,Sch
2025-09-04,Farmingdale State College,0,Yeshiva University,0,Sch
2025-09-04,VTSU-Johnson,0,State University of New York at Potsdam,0,Sch
2025-09-04,St. Norbert College,0,University of Wisconsin-Stevens Point,0,Sch
2025-09-04,Keuka College,0,Lycoming College,0,Sch
2025-09-04,Warren Wilson College,0,LaGrange College,0,Sch
2025-09-04,Howard Payne University,0,Concordia University Texas,0,Sch
2025-09-04,Saint Mary's College (Indiana),0,North Central University,0,Sch
2025-09-05,Pacific Lutheran University,0,California Lutheran University,0,Sch
2025-09-05,Washington University in St. Louis,0,Calvin University,0,Sch
2025-09-05,Chapman University,0,Milwaukee School of Engineering,0,Sch
2025-09-05,Christopher Newport University,0,University of Mary Hardin-Baylor,0,Sch
2025-09-05,Concordia University Chicago,0,University of Dubuque,0,Sch
2025-09-05,"Concordia College, Moorhead",0,University of Northwestern-St. Paul,0,Sch
2025-09-05,Worcester Polytechnic Institute,0,State University of New York at Cortland,0,Sch
2025-09-05,Rhodes College,0,Covenant College,0,Sch
2025-09-05,Denison University,0,Baldwin Wallace University,0,Sch
2025-09-05,Saint Mary's University of Minnesota,0,Grinnell College,0,Sch
2025-09-05,Carleton College,0,Hope College,0,Sch
2025-09-05,Maryville College (Tennessee),0,John Carroll University,0,Sch
2025-09-05,University of Wisconsin-La Crosse,0,Lawrence University,0,Sch
2025-09-05,"University of Massachusetts, Dartmouth",0,Curry College,0,Sch
2025-09-05,Piedmont University,0,Oglethorpe University,0,Sch
2025-09-05,State University of New York at Oswego,0,Keuka College,0,Sch
2025-09-05,Willamette University,0,University of Redlands,0,Sch
2025-09-05,Roanoke College,0,Meredith College,0,Sch
2025-09-05,University of Wisconsin-Platteville,0,The College of St. Scholastica,0,Sch
2025-09-05,The State University of New York at Fredonia,0,Utica University,0,Sch
2025-09-05,University of Dallas,0,Trinity University (Texas),0,Sch
2025-09-05,Virginia Wesleyan University,0,Mount St. Joseph University,0,Sch
2025-09-05,La Roche University,0,Washington and Jefferson College,0,Sch
2025-09-05,Wheaton College (Illinois),0,University of Wisconsin-Eau Claire,0,Sch
2025-09-05,East Texas Baptist University,0,University of St. Thomas (Texas),0,Sch
2025-09-05,"Penn State University, Altoona",0,Bethany College (West Virginia),0,Sch
2025-09-05,Rochester Institute of Technology,0,Trine University,0,Sch
2025-09-05,Warren Wilson College,0,Agnes Scott College,0,Sch
2025-09-05,State University of New York at Morrisville,0,State University of New York at Cobleskill,0,Sch
2025-09-05,University of Lynchburg,0,New Jersey City University,0,Sch
2025-09-05,University of Puget Sound,0,Pomona-Pitzer Colleges,0,Sch
2025-09-05,Belhaven University,0,Southwestern University (Texas),0,Sch
2025-09-05,Macalester College,0,Simpson College,0,Sch
2025-09-05,Pacific University (Oregon),0,"University of California, Santa Cruz",0,Sch
2025-09-06,Greenville University,0,Calvin University,0,Sch
2025-09-06,Carroll University (Wisconsin),0,Edgewood University,0,Sch
2025-09-06,Carthage College,0,Concordia University Wisconsin,0,Sch
