date,away_team,away_score,home_team,home_score,game_note
2025-08-31,Claremont McKenna-Harvey Mudd-Scripps Colleges,2,New York University,0,
2025-08-31,Transylvania University,0,Widener University,3,
2025-08-31,Notre Dame of Maryland University,0,Bryn Mawr College,6,
2025-08-31,Springfield College,2,Stevens Institute of Technology,3,
2025-08-31,Anderson University (Indiana),3,The University of Olivet,0,
2025-08-31,Piedmont University,4,Meredith College,2,
2025-08-31,Regis College (Massachusetts),0,Wheaton College (Massachusetts),2,
2025-08-31,Goucher College,1,Marywood University,10,
2025-08-31,Saint Mary's College (Indiana),2,Franklin College,0,
2025-08-31,College of Saint Benedict,0,Christopher Newport University,2,
2025-08-31,University of Mount Saint Vincent,2,"Fairleigh Dickinson University, Florham",1,
2025-08-31,Westfield State University,1,Emerson College,6,
2025-08-31,Stockton University,0,University of Scranton,2,
2025-09-01,Trine University,3,Capital University,0,
2025-09-01,"Concordia College, Moorhead",0,"University of Minnesota, Morris",0,
2025-09-01,Greenville University,1,DePauw University,2,
2025-09-01,Roger Williams University,6,Keene State College,1,
2025-09-01,Knox College,0,Webster University,2,
2025-09-01,George Fox University,0,University of La Verne,0,
2025-09-01,Randolph College,0,Mary Baldwin University,1,
2025-09-01,Salem College (North Carolina),3,Averett University,3,
2025-09-01,Piedmont University,1,North Carolina Wesleyan University,0,
2025-09-01,Bethel University (Minnesota),0,University of Wisconsin-Whitewater,1,
2025-09-01,Yeshiva University,0,Mount Saint Mary College (New York),20,
2025-09-01,"University of Pittsburgh, Greensburg",4,Oberlin College,0,
2025-09-01,Gwynedd Mercy University,0,Wilson College,1,
2025-09-01,Southwestern University (Texas),2,Concordia University Texas,1,
2025-09-01,University of Wisconsin-Platteville,1,Saint Mary's University of Minnesota,2,
2025-09-01,Hollins University,12,Trinity Washington University,0,
2025-09-01,Monmouth College (Illinois),1,Buena Vista University,2,
2025-09-01,University of Mount Saint Vincent,0,Rensselaer Polytechnic Institute,3,
2025-09-01,Rowan University,3,Smith College,1,
2025-09-01,University of Wisconsin-River Falls,1,University of Wisconsin-Superior,2,
2025-09-02,University of Dubuque,1,Carroll University (Wisconsin),1,
2025-09-02,Alfred University,1,Geneva College,0,
2025-09-02,Covenant College,1,Oglethorpe University,3,
2025-09-02,Curry College,6,Dean College,1,
2025-09-02,Worcester Polytechnic Institute,0,Amherst College,1,
2025-09-02,Elizabethtown College,1,Franklin & Marshall College,5,
2025-09-02,Williams College,2,Hamilton College,0,
2025-09-02,Houghton University,4,Hilbert College,0,
2025-09-02,Pratt Institute,0,John Jay College of Criminal Justice,2,
2025-09-02,Lycoming College,5,Keuka College,0,
2025-09-02,Marietta College,1,Washington and Jefferson College,0,
2025-09-02,Suffolk University,1,"University of Massachusetts, Dartmouth",0,
2025-09-02,Brandeis University,0,Babson College,0,
2025-09-02,Middlebury College,7,Plymouth State University,0,
2025-09-02,Monmouth College (Illinois),0,Millikin University,6,
2025-09-02,State University of New York at Oswego,1,State University of New York at Geneseo,1,
2025-09-02,"Purchase College, State University of New York",0,Lehman College,0,Sch
2025-09-02,"St. Joseph's University, New York L.I.",1,Ramapo College,2,
2025-09-02,Utica University,7,State University of New York at Canton,0,
2025-09-02,Smith College,0,Union College (New York),1,
2025-09-02,Washington University in St. Louis,6,Illinois Wesleyan University,0,
2025-09-02,Massachusetts College of Liberal Arts,0,Wentworth Institute of Technology,4,
2025-09-02,University of Wisconsin-Superior,0,University of Wisconsin-La Crosse,6,
2025-09-02,State University of New York Maritime College,0,York College (New York),0,Sch
2025-09-02,Manhattanville University,2,New Jersey City University,4,
2025-09-02,State University of New York at Morrisville,0,Hartwick College,3,
2025-09-02,Western Connecticut State University,2,Rivier University,2,
2025-09-02,Massachusetts Institute of Technology,6,Lesley University,0,
2025-09-02,Emmanuel College (Massachusetts),1,Connecticut College,2,
2025-09-03,Capital University,0,Albion College,0,Sch
2025-09-03,Carthage College,0,Concordia University Chicago,0,Sch
2025-09-03,Case Western Reserve University,0,John Carroll University,0,Sch
2025-09-03,Vermont State University Castleton,0,Norwich University,0,Sch
2025-09-03,Plattsburgh State University of New York,0,Clarkson University,0,Sch
2025-09-03,St. Catherine University,0,University of Wisconsin-Stout,0,Sch
2025-09-03,Allegheny College,0,Baldwin Wallace University,0,Sch
2025-09-03,Cornell College,0,Edgewood University,0,Sch
2025-09-03,Macalester College,0,Crown College (Minnesota),0,Sch
2025-09-03,Lebanon Valley College,0,Alvernia University,0,Sch
2025-09-03,Neumann University,0,Delaware Valley University,0,Sch
2025-09-03,Franklin College,0,DePauw University,0,Sch
2025-09-03,DeSales University,0,Muhlenberg College,0,Sch
2025-09-03,Dickinson College,0,Juniata College,0,Sch
2025-09-03,North Park University,0,Dominican University (Illinois),0,Sch
2025-09-03,Earlham College,0,The University of Olivet,0,Sch
2025-09-03,Clark University (Massachusetts),0,Framingham State University,0,Sch
2025-09-03,Franciscan University of Steubenville,0,Ohio Wesleyan University,0,Sch
2025-09-03,Gettysburg College,0,York College (Pennsylvania),0,Sch
2025-09-03,Methodist University,0,Guilford College,0,Sch
2025-09-03,Central College (Iowa),0,Hamline University,0,Sch
2025-09-03,Hiram College,0,Muskingum University,0,Sch
2025-09-03,St. Mary's College of Maryland,0,Hood College,0,Sch
2025-09-03,Millsaps College,0,Huntingdon College,0,Sch
2025-09-03,Bates College,0,Husson University,0,Sch
2025-09-03,Illinois College,0,Augustana College (Illinois),0,Sch
2025-09-03,Messiah University,0,Johns Hopkins University,0,Sch
2025-09-03,Johnson & Wales University (Providence),0,Bridgewater State University,0,Sch
2025-09-03,"Fairleigh Dickinson University, Florham",0,Kean University,0,Sch
2025-09-03,Keene State College,0,Salem State University,0,Sch
2025-09-03,Thiel College,0,Kenyon College,0,Sch
2025-09-03,King's College (Pennsylvania),0,Elmira College,0,Sch
2025-09-03,Aurora University,0,Lake Forest College,0,Sch
2025-09-03,Lakeland University,0,Ripon College,0,Sch
2025-09-03,Manchester University,0,Adrian College,0,Sch
2025-09-03,Beloit College,0,Marian University (Wisconsin),0,Sch
2025-09-03,Martin Luther College,0,"University of Minnesota, Morris",0,Sch
2025-09-03,University of Mary Washington,0,Southern Virginia University,0,Sch
2025-09-03,McDaniel College,0,Randolph-Macon College,0,Sch
2025-09-03,Moravian University,0,Misericordia University,0,Sch
2025-09-03,Rhodes College,0,Mississippi University for Women,0,Sch
2025-09-03,Pennsylvania College of Technology,0,Mount Aloysius College,0,Sch
2025-09-03,Mount Holyoke College,0,Albertus Magnus College,0,Sch
2025-09-03,North Central College,0,Illinois Institute of Technology,0,Sch
2025-09-03,Elmhurst University,0,Benedictine University (Illinois),0,Sch
2025-09-03,Berry College,0,Emory University,0,Sch
2025-09-03,St. Lawrence University,0,University of Rochester,0,Sch
2025-09-03,"Rutgers, The State Univ. of New Jersey, Camden",0,Swarthmore College,0,Sch
2025-09-03,St. Olaf College,0,Wartburg College,0,Sch
2025-09-03,Washington College (Maryland),0,Salisbury University,0,Sch
2025-09-03,Stevenson University,0,Shenandoah University,0,Sch
2025-09-03,"Buffalo State, State University of New York",0,St. John Fisher University,0,Sch
2025-09-03,Bluffton University,0,The College of Wooster,0,Sch
2025-09-03,State University of New York at Potsdam,0,State University of New York Polytechnic Institute,0,Sch
2025-09-03,Susquehanna University,0,Penn State Harrisburg,0,Sch
2025-09-03,Thomas College,0,Bowdoin College,0,Sch
2025-09-03,University of New England,0,Westfield State University,0,Sch
2025-09-03,La Roche University,0,Waynesburg University,0,Sch
2025-09-03,Wilkes University,0,William Paterson University of New Jersey,0,Sch
2025-09-03,University of Wisconsin-Whitewater,0,Luther College,0,Sch
2025-09-03,Wheaton College (Massachusetts),0,Worcester State University,0,Sch
2025-09-03,Saint Elizabeth University,0,Brooklyn College,0,Sch
2025-09-03,Nichols College,0,Russell Sage College,0,Sch
2025-09-03,Salve Regina University,0,Rhode Island College,0,Sch
2025-09-03,Marymount University (Virginia),0,Goucher College,0,Sch
2025-09-03,Catholic University,0,Bridgewater College (Virginia),0,Sch
2025-09-03,Springfield College,0,Western New England University,0,Sch
2025-09-03,Endicott College,0,Wellesley College,0,Sch
2025-09-03,Lancaster Bible College,0,Marywood University,0,Sch
2025-09-03,Rowan University,0,Albright College,0,Sch
2025-09-03,Cedar Crest College,0,Bryn Mawr College,0,Sch
2025-09-03,Gwynedd Mercy University,0,"Penn State University, Abington",0,Sch
2025-09-03,Kalamazoo College,0,Oberlin College,0,Sch
2025-09-03,Gustavus Adolphus College,0,Bethany Lutheran College,0,Sch
2025-09-03,Anna Maria College,0,Trinity College (Connecticut),0,Sch
2025-09-03,LeTourneau University,0,Belhaven University,0,Sch
2025-09-03,Drew University,0,Stockton University,0,Sch
2025-09-03,University of Saint Joseph (Connecticut),0,Eastern Connecticut State University,0,Sch
2025-09-03,The City College of New York,0,Sarah Lawrence College,0,Sch
2025-09-03,Wittenberg University,0,Ohio Northern University,0,Sch
2025-09-03,U.S. Coast Guard Academy,0,University of Massachusetts Boston,0,Sch
2025-09-03,Notre Dame of Maryland University,0,Widener University,0,Sch
2025-09-03,Simmons University,0,Massachusetts Maritime Academy,0,Sch
2025-09-03,Spalding University,0,Wilmington College (Ohio),0,Sch
2025-09-03,Chatham University,0,University of Mount Union,0,Sch
2025-09-03,Fitchburg State University,0,Elms College,0,Sch
2025-09-03,Centenary University (New Jersey),0,Cairn University,0,Sch
2025-09-03,Gordon College,0,Regis College (Massachusetts),0,Sch
2025-09-04,McMurry University,0,Hardin-Simmons University,0,Sch
2025-09-04,"University of Pittsburgh, Bradford",0,Penn State Berks College,0,Sch
2025-09-04,Luther College,0,Rockford University,0,Sch
2025-09-04,Yeshiva University,0,Farmingdale State College,0,Sch
2025-09-04,State University of New York at Potsdam,0,VTSU-Johnson,0,Sch
2025-09-04,University of Wisconsin-Stevens Point,0,St. Norbert College,0,Sch
2025-09-04,Lycoming College,0,Keuka College,0,Sch
2025-09-04,LaGrange College,0,Warren Wilson College,0,Sch
2025-09-04,Concordia University Texas,0,Howard Payne University,0,Sch
2025-09-04,North Central University,0,Saint Mary's College (Indiana),0,Sch
2025-09-05,California Lutheran University,0,Pacific Lutheran University,0,Sch
2025-09-05,Calvin University,0,Washington University in St. Louis,0,Sch
2025-09-05,Milwaukee School of Engineering,0,Chapman University,0,Sch
2025-09-05,University of Mary Hardin-Baylor,0,Christopher Newport University,0,Sch
2025-09-05,University of Dubuque,0,Concordia University Chicago,0,Sch
2025-09-05,University of Northwestern-St. Paul,0,"Concordia College, Moorhead",0,Sch
2025-09-05,State University of New York at Cortland,0,Worcester Polytechnic Institute,0,Sch
2025-09-05,Rhodes College,0,Covenant College,0,Sch
2025-09-05,Baldwin Wallace University,0,Denison University,0,Sch
2025-09-05,Grinnell College,0,Saint Mary's University of Minnesota,0,Sch
2025-09-05,Hope College,0,Carleton College,0,Sch
2025-09-05,John Carroll University,0,Maryville College (Tennessee),0,Sch
2025-09-05,Lawrence University,0,University of Wisconsin-La Crosse,0,Sch
2025-09-05,Curry College,0,"University of Massachusetts, Dartmouth",0,Sch
2025-09-05,Oglethorpe University,0,Piedmont University,0,Sch
2025-09-05,State University of New York at Oswego,0,Keuka College,0,Sch
2025-09-05,University of Redlands,0,Willamette University,0,Sch
2025-09-05,Roanoke College,0,Meredith College,0,Sch
2025-09-05,The College of St. Scholastica,0,University of Wisconsin-Platteville,0,Sch
2025-09-05,Utica University,0,The State University of New York at Fredonia,0,Sch
2025-09-05,Trinity University (Texas),0,University of Dallas,0,Sch
2025-09-05,Mount St. Joseph University,0,Virginia Wesleyan University,0,Sch
2025-09-05,Washington and Jefferson College,0,La Roche University,0,Sch
2025-09-05,University of Wisconsin-Eau Claire,0,Wheaton College (Illinois),0,Sch
2025-09-05,University of St. Thomas (Texas),0,East Texas Baptist University,0,Sch
2025-09-05,Bethany College (West Virginia),0,"Penn State University, Altoona",0,Sch
2025-09-05,Trine University,0,Rochester Institute of Technology,0,Sch
2025-09-05,Agnes Scott College,0,Warren Wilson College,0,Sch
2025-09-05,State University of New York at Cobleskill,0,State University of New York at Morrisville,0,Sch
2025-09-05,New Jersey City University,0,University of Lynchburg,0,Sch
2025-09-05,Pomona-Pitzer Colleges,0,University of Puget Sound,0,Sch
2025-09-05,Southwestern University (Texas),0,Belhaven University,0,Sch
2025-09-05,Simpson College,0,Macalester College,0,Sch
2025-09-05,"University of California, Santa Cruz",0,Pacific University (Oregon),0,Sch
2025-09-06,Calvin University,0,Greenville University,0,Sch
2025-09-06,Edgewood University,0,Carroll University (Wisconsin),0,Sch
2025-09-06,Concordia University Wisconsin,0,Carthage College,0,Sch
2025-09-06,Case Western Reserve University,0,Grove City College,0,Sch
2025-09-06,Earlham College,0,Albion College,0,Sch
2025-09-06,Albright College,0,Juniata College,0,Sch
2025-09-06,Clarkson University,0,University of Rochester,0,Sch
2025-09-06,Crown College (Minnesota),0,Coe College,0,Sch
2025-09-06,Bowdoin College,0,Colby College,0,Sch
2025-09-06,Colby-Sawyer College,0,Dean College,0,Sch
2025-09-06,Alfred University,0,Hilbert College,0,Sch
2025-09-06,New York University,0,The College of New Jersey,0,Sch
2025-09-06,University of Wisconsin-River Falls,0,St. Catherine University,0,Sch
2025-09-06,Alfred State College,0,Penn State Berks College,0,Sch
2025-09-06,Marietta College,0,Allegheny College,0,Sch
2025-09-06,Amherst College,0,Connecticut College,0,Sch
2025-09-06,John Carroll University,0,Covenant College,0,Sch
2025-09-06,Wilkes University,0,Alvernia University,0,Sch
2025-09-06,Delaware Valley University,0,Susquehanna University,0,Sch
2025-09-06,DeSales University,0,U.S. Coast Guard Academy,0,Sch
2025-09-06,Bridgewater College (Virginia),0,Dickinson College,0,Sch
2025-09-06,Dominican University (Illinois),0,North Central College,0,Sch
2025-09-06,Elmhurst University,0,Illinois Institute of Technology,0,Sch
2025-09-06,Southern Virginia University,0,Ferrum College,0,Sch
2025-09-06,Framingham State University,0,Massachusetts College of Liberal Arts,0,Sch
2025-09-06,Franciscan University of Steubenville,0,Kenyon College,0,Sch
2025-09-06,Washington and Lee University,0,Franklin & Marshall College,0,Sch
2025-09-06,Oberlin College,0,Geneva College,0,Sch
2025-09-06,Randolph-Macon College,0,Gettysburg College,0,Sch
2025-09-06,Greensboro College,0,Averett University,0,Sch
2025-09-06,Grinnell College,0,University of Wisconsin-La Crosse,0,Sch
2025-09-06,Middlebury College,0,Hamilton College,0,Sch
2025-09-06,Hanover College,0,Spalding University,0,Sch
2025-09-06,Hardin-Simmons University,0,Ohio Wesleyan University,0,Sch
2025-09-06,The College of Wooster,0,Heidelberg University,0,Sch
2025-09-06,The University of Olivet,0,Hiram College,0,Sch
2025-09-06,St. Mary's College of Maryland,0,Hobart and William Smith Colleges,0,Sch
2025-09-06,Hood College,0,Bryn Mawr College,0,Sch
2025-09-06,Hope College,0,St. Olaf College,0,Sch
2025-09-06,Illinois Wesleyan University,0,Illinois College,0,Sch
